source,target,no_of_reports_coauthored,no_of_srrs_coauthored,no_of_psrs_coauthored,percent_srrs
12042481000,57196172019,1.0,0.0,1.0,0.0
12139970400,7006768493,1.0,0.0,1.0,0.0
12139970400,36851906700,1.0,0.0,1.0,0.0
12139970400,57220254734,1.0,0.0,1.0,0.0
12143557700,6603827346,1.0,0.0,1.0,0.0
12143557700,6701499133,1.0,0.0,1.0,0.0
12143557700,7006714673,1.0,0.0,1.0,0.0
12143557700,9736927100,1.0,0.0,1.0,0.0
12143557700,21743424700,1.0,0.0,1.0,0.0
12143557700,21743755900,1.0,0.0,1.0,0.0
12143557700,36845148100,1.0,0.0,1.0,0.0
12143557700,56705151600,1.0,0.0,1.0,0.0
12143557700,57200247260,1.0,0.0,1.0,0.0
12546002300,6603945248,1.0,0.0,1.0,0.0
12546002300,8621142900,1.0,0.0,1.0,0.0
12546002300,14621598600,1.0,0.0,1.0,0.0
12546002300,16319800000,1.0,0.0,1.0,0.0
12546002300,39162021100,1.0,0.0,1.0,0.0
12546002300,57223121546,1.0,0.0,1.0,0.0
12761583700,6604015526,1.0,0.0,1.0,0.0
12761583700,6701640504,1.0,0.0,1.0,0.0
12761583700,7003990854,1.0,0.0,1.0,0.0
12761583700,8604209200,1.0,0.0,1.0,0.0
12765015100,7201905361,1.0,0.0,1.0,0.0
12765015100,7406521748,1.0,0.0,1.0,0.0
12765015100,8641652600,1.0,0.0,1.0,0.0
12765015100,25923803200,1.0,0.0,1.0,0.0
12765015100,35303845700,1.0,0.0,1.0,0.0
12765015100,56130547800,1.0,0.0,1.0,0.0
12769147900,7006437214,1.0,0.0,1.0,0.0
12769147900,7402056653,1.0,0.0,1.0,0.0
12769147900,7402471135,1.0,0.0,1.0,0.0
12769147900,8653038300,1.0,0.0,1.0,0.0
12769147900,11640661600,1.0,0.0,1.0,0.0
12769147900,23991691800,1.0,0.0,1.0,0.0
12769147900,25221741100,1.0,0.0,1.0,0.0
12769147900,26027326800,1.0,0.0,1.0,0.0
12769147900,57197802801,1.0,0.0,1.0,0.0
12769147900,57201126256,1.0,0.0,1.0,0.0
12770760700,6603757100,1.0,0.0,1.0,0.0
12770760700,7004443355,1.0,0.0,1.0,0.0
12770760700,7006356584,1.0,0.0,1.0,0.0
12770760700,8613630300,1.0,0.0,1.0,0.0
12770760700,15846042600,1.0,0.0,1.0,0.0
12770760700,26635679700,1.0,0.0,1.0,0.0
12770760700,56108327800,1.0,0.0,1.0,0.0
12770760700,56803239300,1.0,0.0,1.0,0.0
12774111600,7004114471,1.0,0.0,1.0,0.0
12774111600,7004147804,1.0,0.0,1.0,0.0
12774111600,7004645125,1.0,0.0,1.0,0.0
12774111600,7101735589,1.0,0.0,1.0,0.0
12774111600,7101956142,1.0,0.0,1.0,0.0
12774111600,7202315044,1.0,0.0,1.0,0.0
12774111600,7202993090,1.0,0.0,1.0,0.0
12774111600,7404758236,1.0,0.0,1.0,0.0
12774111600,7801378527,1.0,0.0,1.0,0.0
12774111600,14019465100,1.0,0.0,1.0,0.0
12774111600,35573080400,1.0,0.0,1.0,0.0
12774111600,55352799700,1.0,0.0,1.0,0.0
12774111600,55667814100,1.0,0.0,1.0,0.0
12774111600,57207518447,1.0,0.0,1.0,0.0
12786698900,6603321025,1.0,0.0,1.0,0.0
12786698900,7004226864,1.0,0.0,1.0,0.0
12786698900,7102885568,1.0,0.0,1.0,0.0
12786698900,7403211068,1.0,0.0,1.0,0.0
12786698900,7404502563,1.0,0.0,1.0,0.0
12786698900,35401274700,1.0,0.0,1.0,0.0
12786698900,35415214600,1.0,0.0,1.0,0.0
12786698900,35460842600,1.0,0.0,1.0,0.0
12786698900,55449271500,1.0,0.0,1.0,0.0
12791431400,6507011079,1.0,0.0,1.0,0.0
12791431400,7004256256,2.0,0.0,2.0,0.0
12791431400,7004312567,1.0,0.0,1.0,0.0
12791431400,7004498523,5.0,0.0,5.0,0.0
12791431400,7005050686,5.0,0.0,5.0,0.0
12791431400,7006376378,3.0,0.0,3.0,0.0
12791431400,7101988166,1.0,0.0,1.0,0.0
12791431400,7102660777,5.0,0.0,5.0,0.0
12791431400,7406994141,2.0,0.0,2.0,0.0
12791431400,8637895500,1.0,0.0,1.0,0.0
12791431400,9734478700,1.0,0.0,1.0,0.0
12791431400,14060035400,1.0,0.0,1.0,0.0
12791431400,23020086300,2.0,0.0,2.0,0.0
12791431400,24382350300,5.0,0.0,5.0,0.0
12791431400,25027911700,1.0,0.0,1.0,0.0
12791431400,35365490300,3.0,0.0,3.0,0.0
12791431400,35477501400,2.0,0.0,2.0,0.0
12791431400,36078415500,1.0,0.0,1.0,0.0
12791431400,36952314500,1.0,0.0,1.0,0.0
12791431400,37064918800,1.0,0.0,1.0,0.0
12791431400,57203758572,2.0,0.0,2.0,0.0
12798792000,7202708248,1.0,0.0,1.0,0.0
12798792000,8666841700,1.0,0.0,1.0,0.0
12798792000,12799033200,1.0,0.0,1.0,0.0
12798792000,12799206600,1.0,0.0,1.0,0.0
12798792000,55986357100,1.0,0.0,1.0,0.0
12798792000,57212077962,1.0,0.0,1.0,0.0
12799033200,7202708248,1.0,0.0,1.0,0.0
12799033200,8666841700,1.0,0.0,1.0,0.0
12799033200,12798792000,1.0,0.0,1.0,0.0
12799033200,12799206600,1.0,0.0,1.0,0.0
12799033200,55986357100,1.0,0.0,1.0,0.0
12799033200,57212077962,1.0,0.0,1.0,0.0
12799206600,7202708248,1.0,0.0,1.0,0.0
12799206600,8666841700,1.0,0.0,1.0,0.0
12799206600,12798792000,1.0,0.0,1.0,0.0
12799206600,12799033200,1.0,0.0,1.0,0.0
12799206600,55986357100,1.0,0.0,1.0,0.0
12799206600,57212077962,1.0,0.0,1.0,0.0
12801321400,7005425159,1.0,0.0,1.0,0.0
12801321400,7006576455,1.0,0.0,1.0,0.0
12801321400,7202122671,1.0,0.0,1.0,0.0
12801321400,11140141000,1.0,0.0,1.0,0.0
12801321400,35569093700,1.0,0.0,1.0,0.0
12801321400,55942013600,1.0,0.0,1.0,0.0
12807489000,6701352326,1.0,0.0,1.0,0.0
12807489000,7102289698,1.0,0.0,1.0,0.0
12807489000,7202260274,1.0,0.0,1.0,0.0
12807489000,56462961200,1.0,0.0,1.0,0.0
13405272500,7003385572,1.0,0.0,1.0,0.0
13405272500,7004509281,1.0,0.0,1.0,0.0
13405272500,7004664088,1.0,0.0,1.0,0.0
13405272500,7005669901,1.0,0.0,1.0,0.0
13405272500,8422488600,1.0,0.0,1.0,0.0
13405272500,24074205600,1.0,0.0,1.0,0.0
13405272500,35762795300,1.0,0.0,1.0,0.0
13405272500,42060889600,1.0,0.0,1.0,0.0
13405272500,56662814100,1.0,0.0,1.0,0.0
13405272500,56962600100,1.0,0.0,1.0,0.0
13409371900,147,1.0,0.0,1.0,0.0
13409371900,148,1.0,0.0,1.0,0.0
13409371900,149,1.0,0.0,1.0,0.0
13409371900,150,1.0,0.0,1.0,0.0
13409371900,151,1.0,0.0,1.0,0.0
13409371900,7005697907,1.0,0.0,1.0,0.0
13409371900,7201905320,1.0,0.0,1.0,0.0
13409371900,7202978517,1.0,0.0,1.0,0.0
13409371900,7404915143,1.0,0.0,1.0,0.0
13409371900,7406120357,1.0,0.0,1.0,0.0
13409371900,14051310700,1.0,0.0,1.0,0.0
13604705400,6701577640,1.0,0.0,1.0,0.0
13604705400,7003585357,1.0,0.0,1.0,0.0
13604705400,7004518317,1.0,0.0,1.0,0.0
13604705400,7005328890,1.0,0.0,1.0,0.0
13604705400,7006255275,1.0,0.0,1.0,0.0
13604705400,26643185900,1.0,0.0,1.0,0.0
13604705400,55162061100,1.0,0.0,1.0,0.0
13604705400,55794354300,1.0,0.0,1.0,0.0
13604705400,56063804300,1.0,0.0,1.0,0.0
13604705400,56063865500,1.0,0.0,1.0,0.0
13806740900,7006768493,2.0,0.0,2.0,0.0
13806740900,7202586454,1.0,0.0,1.0,0.0
13806740900,14526712000,1.0,0.0,1.0,0.0
13806740900,24483146200,1.0,0.0,1.0,0.0
13806740900,36340064100,1.0,0.0,1.0,0.0
13806740900,55524067100,1.0,0.0,1.0,0.0
13806740900,55599112600,1.0,0.0,1.0,0.0
13806740900,55629950000,1.0,0.0,1.0,0.0
13806740900,57204716554,1.0,0.0,1.0,0.0
13906388300,6505559523,1.0,0.0,1.0,0.0
13906388300,16506514000,1.0,0.0,1.0,0.0
13906388300,26039262100,1.0,0.0,1.0,0.0
13906388300,54931993000,1.0,0.0,1.0,0.0
13906388300,55630559800,1.0,0.0,1.0,0.0
13906388300,55880378600,1.0,0.0,1.0,0.0
13906388300,55908065200,1.0,0.0,1.0,0.0
13906388300,57219085254,1.0,0.0,1.0,0.0
14012585600,7005556390,1.0,0.0,1.0,0.0
14012585600,8115293800,1.0,0.0,1.0,0.0
14012585600,36659322700,1.0,0.0,1.0,0.0
14012585600,57196496630,1.0,0.0,1.0,0.0
14012585600,57198269436,1.0,0.0,1.0,0.0
14012585600,57214651466,1.0,0.0,1.0,0.0
14016488400,6507233742,3.0,2.0,1.0,0.6666666666666666
14016488400,6602336142,2.0,1.0,1.0,0.5
14016488400,6602385251,2.0,2.0,0.0,1.0
14016488400,7004425915,2.0,1.0,1.0,0.5
14016488400,7004523568,5.0,2.0,3.0,0.4
14016488400,7006344446,1.0,1.0,0.0,1.0
14016488400,7102075562,2.0,1.0,1.0,0.5
14016488400,7201720357,2.0,2.0,0.0,1.0
14016488400,7402102266,7.0,6.0,1.0,0.8571428571428571
14016488400,21734345600,1.0,1.0,0.0,1.0
14016488400,23006632000,1.0,1.0,0.0,1.0
14016488400,24480570200,1.0,1.0,0.0,1.0
14016488400,26040650100,1.0,0.0,1.0,0.0
14016488400,26326634000,9.0,6.0,3.0,0.6666666666666666
14016488400,35072791900,2.0,2.0,0.0,1.0
14016488400,36998781200,3.0,2.0,1.0,0.6666666666666666
14016488400,37023472700,4.0,1.0,3.0,0.25
14016488400,37561949500,2.0,0.0,2.0,0.0
14016488400,45761309400,9.0,6.0,3.0,0.6666666666666666
14016488400,54785967400,1.0,1.0,0.0,1.0
14016488400,56019266600,1.0,0.0,1.0,0.0
14016488400,56019762000,2.0,0.0,2.0,0.0
14016488400,56218826200,1.0,1.0,0.0,1.0
14016488400,56225206500,1.0,1.0,0.0,1.0
14016488400,56503241000,4.0,2.0,2.0,0.5
14016488400,56521543800,1.0,1.0,0.0,1.0
14016488400,56949738900,4.0,4.0,0.0,1.0
14016488400,57197741912,2.0,0.0,2.0,0.0
14016488400,57204891343,9.0,6.0,3.0,0.6666666666666666
14016488400,57205168661,1.0,1.0,0.0,1.0
14016488400,57212116249,1.0,1.0,0.0,1.0
14016488400,57214830066,1.0,1.0,0.0,1.0
14016488400,57327765900,1.0,1.0,0.0,1.0
14019434100,6506493333,1.0,0.0,1.0,0.0
14019434100,6602847888,1.0,0.0,1.0,0.0
14019434100,6603025840,1.0,0.0,1.0,0.0
14019434100,7006453025,1.0,0.0,1.0,0.0
14019434100,23025599400,1.0,0.0,1.0,0.0
14019434100,25723459800,1.0,0.0,1.0,0.0
14019434100,36954033000,1.0,0.0,1.0,0.0
14019434100,56946755600,1.0,0.0,1.0,0.0
14019434100,56946835300,1.0,0.0,1.0,0.0
14019465100,7004114471,1.0,0.0,1.0,0.0
14019465100,7004147804,1.0,0.0,1.0,0.0
14019465100,7004645125,1.0,0.0,1.0,0.0
14019465100,7101735589,1.0,0.0,1.0,0.0
14019465100,7101956142,1.0,0.0,1.0,0.0
14019465100,7202315044,1.0,0.0,1.0,0.0
14019465100,7202993090,1.0,0.0,1.0,0.0
14019465100,7404758236,1.0,0.0,1.0,0.0
14019465100,7801378527,1.0,0.0,1.0,0.0
14019465100,12774111600,1.0,0.0,1.0,0.0
14019465100,35573080400,1.0,0.0,1.0,0.0
14019465100,55352799700,1.0,0.0,1.0,0.0
14019465100,55667814100,1.0,0.0,1.0,0.0
14019465100,57207518447,1.0,0.0,1.0,0.0
14028415700,6602536089,1.0,0.0,1.0,0.0
14028415700,7006049399,1.0,0.0,1.0,0.0
14028415700,7101801762,1.0,0.0,1.0,0.0
14028415700,7102326291,1.0,0.0,1.0,0.0
14028415700,7102452820,1.0,0.0,1.0,0.0
14028415700,7201493723,1.0,0.0,1.0,0.0
14028415700,7202297218,1.0,0.0,1.0,0.0
14028415700,7402636617,1.0,0.0,1.0,0.0
14028415700,16232184700,1.0,0.0,1.0,0.0
14028415700,18438689500,1.0,0.0,1.0,0.0
14028415700,24539320200,1.0,0.0,1.0,0.0
14028415700,24780732400,1.0,0.0,1.0,0.0
14028415700,35586601000,1.0,0.0,1.0,0.0
14028415700,55080933900,1.0,0.0,1.0,0.0
14028415700,55150191800,1.0,0.0,1.0,0.0
14028415700,57197137092,1.0,0.0,1.0,0.0
14028415700,57208255541,1.0,0.0,1.0,0.0
14028415700,57211284405,1.0,0.0,1.0,0.0
14028808100,6603709587,1.0,0.0,1.0,0.0
14028808100,6701797460,1.0,0.0,1.0,0.0
14028808100,7005580068,1.0,0.0,1.0,0.0
14028808100,7006094707,1.0,0.0,1.0,0.0
14028808100,7202300001,1.0,0.0,1.0,0.0
14028808100,7202588888,1.0,0.0,1.0,0.0
14028808100,36855253700,1.0,0.0,1.0,0.0
14028808100,55446123600,1.0,0.0,1.0,0.0
14045669500,7102840168,1.0,0.0,1.0,0.0
14045669500,16418053600,1.0,0.0,1.0,0.0
14045669500,24721244300,1.0,0.0,1.0,0.0
14045669500,25654890100,1.0,0.0,1.0,0.0
14045669500,36805540300,1.0,0.0,1.0,0.0
14045669500,36832753400,1.0,0.0,1.0,0.0
14045669500,55120971000,1.0,0.0,1.0,0.0
14045669500,57215035622,1.0,0.0,1.0,0.0
14049094900,6504831020,1.0,0.0,1.0,0.0
14049094900,6603960588,1.0,0.0,1.0,0.0
14049094900,7005868666,1.0,0.0,1.0,0.0
14049094900,7006031601,1.0,0.0,1.0,0.0
14049094900,7403580295,1.0,0.0,1.0,0.0
14049094900,7404528724,1.0,0.0,1.0,0.0
14049094900,8450588300,1.0,0.0,1.0,0.0
14049094900,19034106700,1.0,0.0,1.0,0.0
14049094900,23033344500,1.0,0.0,1.0,0.0
14049094900,34769470700,1.0,0.0,1.0,0.0
14049094900,35769579700,1.0,0.0,1.0,0.0
14049094900,56409226300,1.0,0.0,1.0,0.0
14049094900,57193453048,1.0,0.0,1.0,0.0
14051310700,7005697907,1.0,0.0,1.0,0.0
14051310700,7201905320,1.0,0.0,1.0,0.0
14051310700,7202978517,1.0,0.0,1.0,0.0
14051310700,7404915143,1.0,0.0,1.0,0.0
14051310700,7406120357,1.0,0.0,1.0,0.0
14051310700,13409371900,1.0,0.0,1.0,0.0
14060035400,7004256256,1.0,0.0,1.0,0.0
14060035400,7004498523,1.0,0.0,1.0,0.0
14060035400,7005050686,1.0,0.0,1.0,0.0
14060035400,7102660777,1.0,0.0,1.0,0.0
14060035400,12791431400,1.0,0.0,1.0,0.0
14060035400,24382350300,1.0,0.0,1.0,0.0
14065940800,7102035910,1.0,0.0,1.0,0.0
14065940800,22939242100,1.0,0.0,1.0,0.0
14065940800,36193788300,1.0,0.0,1.0,0.0
14065940800,55878864800,1.0,0.0,1.0,0.0
14065940800,56220521300,1.0,0.0,1.0,0.0
14065940800,57203518562,1.0,0.0,1.0,0.0
14323471600,182,1.0,0.0,1.0,0.0
14323471600,183,1.0,0.0,1.0,0.0
14323471600,7003635980,1.0,0.0,1.0,0.0
14323471600,7103324215,1.0,0.0,1.0,0.0
14323471600,7201859223,1.0,0.0,1.0,0.0
14421394900,7004018130,2.0,0.0,2.0,0.0
14421394900,7101964509,2.0,0.0,2.0,0.0
14421394900,36070012200,2.0,0.0,2.0,0.0
14421394900,56938195800,2.0,0.0,2.0,0.0
14421394900,57201549915,1.0,0.0,1.0,0.0
14526712000,7006768493,1.0,0.0,1.0,0.0
14526712000,7202586454,1.0,0.0,1.0,0.0
14526712000,13806740900,1.0,0.0,1.0,0.0
14526712000,36340064100,1.0,0.0,1.0,0.0
14619963100,118,1.0,0.0,1.0,0.0
14619963100,119,1.0,0.0,1.0,0.0
14619963100,6506558618,1.0,0.0,1.0,0.0
14619963100,7003301449,1.0,0.0,1.0,0.0
14619963100,7006542576,2.0,0.0,2.0,0.0
14619963100,26648504300,1.0,0.0,1.0,0.0
14619963100,56634370400,2.0,0.0,2.0,0.0
14621598600,6603945248,1.0,0.0,1.0,0.0
14621598600,8621142900,1.0,0.0,1.0,0.0
14621598600,12546002300,1.0,0.0,1.0,0.0
14621598600,16319800000,1.0,0.0,1.0,0.0
14621598600,39162021100,1.0,0.0,1.0,0.0
14621598600,57223121546,1.0,0.0,1.0,0.0
14827896800,7203060134,1.0,0.0,1.0,0.0
14827896800,7401444761,1.0,0.0,1.0,0.0
14827896800,18438518400,1.0,0.0,1.0,0.0
14827896800,22978435300,1.0,0.0,1.0,0.0
14827896800,23992772800,1.0,0.0,1.0,0.0
14827896800,24170989500,1.0,0.0,1.0,0.0
14827896800,35460420800,1.0,0.0,1.0,0.0
14829316900,6504821367,1.0,0.0,1.0,0.0
14829316900,6602731256,1.0,0.0,1.0,0.0
14829316900,7101707081,1.0,0.0,1.0,0.0
14829316900,16678283500,1.0,0.0,1.0,0.0
14829316900,24463645200,1.0,0.0,1.0,0.0
14829316900,54413002300,1.0,0.0,1.0,0.0
14829316900,55752607500,1.0,0.0,1.0,0.0
14829316900,56053846000,1.0,0.0,1.0,0.0
14829316900,57076829800,1.0,0.0,1.0,0.0
14829316900,57076856700,1.0,0.0,1.0,0.0
14829316900,57076892900,1.0,0.0,1.0,0.0
14829316900,57076937600,1.0,0.0,1.0,0.0
14829316900,57076938400,1.0,0.0,1.0,0.0
14829316900,57076983900,1.0,0.0,1.0,0.0
14829316900,57077018300,1.0,0.0,1.0,0.0
14833384000,7102497294,1.0,1.0,0.0,1.0
14833384000,16444162500,1.0,1.0,0.0,1.0
14833384000,45761309400,1.0,1.0,0.0,1.0
14833384000,55924691100,1.0,1.0,0.0,1.0
14919668900,9242927300,1.0,0.0,1.0,0.0
14919668900,16030281000,1.0,0.0,1.0,0.0
14919668900,23100160400,1.0,0.0,1.0,0.0
14919668900,23392797700,1.0,0.0,1.0,0.0
14919668900,23393704700,1.0,0.0,1.0,0.0
14919668900,27367766300,1.0,0.0,1.0,0.0
14919668900,34770669100,1.0,0.0,1.0,0.0
14919668900,35811072600,1.0,0.0,1.0,0.0
14919668900,55674778200,1.0,0.0,1.0,0.0
14919668900,55675021000,1.0,0.0,1.0,0.0
14919668900,55759209100,1.0,0.0,1.0,0.0
14919668900,57202542181,1.0,0.0,1.0,0.0
15021659800,6508268682,1.0,0.0,1.0,0.0
15021659800,6602338792,1.0,0.0,1.0,0.0
15021659800,6603507307,1.0,0.0,1.0,0.0
15021659800,6701780313,1.0,0.0,1.0,0.0
15021659800,7005942816,1.0,0.0,1.0,0.0
15021659800,7402236049,1.0,0.0,1.0,0.0
15021659800,8429450100,1.0,0.0,1.0,0.0
15021659800,35586601000,1.0,0.0,1.0,0.0
15021659800,55628530729,1.0,0.0,1.0,0.0
15021659800,56786530400,1.0,0.0,1.0,0.0
15033299900,7006013130,1.0,0.0,1.0,0.0
15033299900,7404568704,1.0,0.0,1.0,0.0
15033299900,15035564300,1.0,0.0,1.0,0.0
15033299900,57208558282,1.0,0.0,1.0,0.0
15035564300,7006013130,1.0,0.0,1.0,0.0
15035564300,7404568704,1.0,0.0,1.0,0.0
15035564300,15033299900,1.0,0.0,1.0,0.0
15035564300,57208558282,1.0,0.0,1.0,0.0
15042811000,6602989160,1.0,0.0,1.0,0.0
15042811000,6603019268,1.0,0.0,1.0,0.0
15042811000,6603317348,1.0,0.0,1.0,0.0
15042811000,7004463675,1.0,0.0,1.0,0.0
15042811000,7005866079,1.0,0.0,1.0,0.0
15042811000,7201620912,1.0,0.0,1.0,0.0
15042811000,8317301600,1.0,0.0,1.0,0.0
15042811000,16479975500,1.0,0.0,1.0,0.0
15042811000,35182435900,1.0,0.0,1.0,0.0
15042811000,36065493500,1.0,0.0,1.0,0.0
15042811000,55438331200,1.0,0.0,1.0,0.0
15042811000,56410173000,1.0,0.0,1.0,0.0
15042811000,57202723913,1.0,0.0,1.0,0.0
15044606400,6602819769,1.0,0.0,1.0,0.0
15044606400,6701581461,1.0,0.0,1.0,0.0
15044606400,7004235106,2.0,0.0,2.0,0.0
15044606400,7005117230,2.0,0.0,2.0,0.0
15044606400,7005683907,1.0,0.0,1.0,0.0
15044606400,8547934300,1.0,0.0,1.0,0.0
15044606400,20436264300,2.0,0.0,2.0,0.0
15044606400,20436475600,2.0,0.0,2.0,0.0
15049580900,6701721039,1.0,0.0,1.0,0.0
15049580900,7005454514,1.0,0.0,1.0,0.0
15049580900,36451369600,1.0,0.0,1.0,0.0
15049580900,57217764999,1.0,0.0,1.0,0.0
15049950700,185,1.0,0.0,1.0,0.0
15049950700,186,1.0,0.0,1.0,0.0
15049950700,7004112941,1.0,0.0,1.0,0.0
15049950700,55513241000,1.0,0.0,1.0,0.0
15069543200,6602588932,1.0,0.0,1.0,0.0
15069543200,7004006411,1.0,0.0,1.0,0.0
15069543200,7004524964,1.0,0.0,1.0,0.0
15069543200,7004884514,4.0,1.0,3.0,0.25
15069543200,7006191523,6.0,1.0,5.0,0.16666666666666666
15069543200,7103099936,2.0,0.0,2.0,0.0
15069543200,7202803751,1.0,0.0,1.0,0.0
15069543200,15069800800,1.0,0.0,1.0,0.0
15069543200,17343946100,2.0,1.0,1.0,0.5
15069543200,24462331900,1.0,0.0,1.0,0.0
15069543200,35386811300,1.0,0.0,1.0,0.0
15069543200,55933747600,1.0,0.0,1.0,0.0
15069543200,56685782700,2.0,1.0,1.0,0.5
15069543200,57189572584,1.0,0.0,1.0,0.0
15069543200,57189577482,1.0,0.0,1.0,0.0
15069543200,57189582117,1.0,0.0,1.0,0.0
15069543200,57193844055,1.0,0.0,1.0,0.0
15069543200,57215031306,1.0,0.0,1.0,0.0
15069800800,7006191523,1.0,0.0,1.0,0.0
15069800800,7103099936,1.0,0.0,1.0,0.0
15069800800,15069543200,1.0,0.0,1.0,0.0
15069800800,24462331900,1.0,0.0,1.0,0.0
15077845800,7102289942,1.0,0.0,1.0,0.0
15077845800,24539320200,1.0,0.0,1.0,0.0
15077845800,53874614300,3.0,0.0,3.0,0.0
15077845800,55426597900,2.0,0.0,2.0,0.0
15077845800,57204891343,1.0,0.0,1.0,0.0
15081828500,6602516103,1.0,0.0,1.0,0.0
15081828500,6602559325,1.0,0.0,1.0,0.0
15081828500,6701740880,1.0,0.0,1.0,0.0
15081828500,7003991086,1.0,0.0,1.0,0.0
15081828500,7005959363,1.0,0.0,1.0,0.0
15081828500,7006183801,1.0,0.0,1.0,0.0
15081828500,7202449617,1.0,0.0,1.0,0.0
15081828500,7402449340,1.0,0.0,1.0,0.0
15081828500,15922789600,1.0,0.0,1.0,0.0
15081828500,23668653100,1.0,0.0,1.0,0.0
15081828500,56188548100,1.0,0.0,1.0,0.0
15081828500,56188729800,1.0,0.0,1.0,0.0
15743339900,7005422536,1.0,0.0,1.0,0.0
15743339900,7103248221,1.0,0.0,1.0,0.0
15743339900,7401739855,1.0,0.0,1.0,0.0
15743339900,7403520490,1.0,0.0,1.0,0.0
15743339900,7801415936,1.0,0.0,1.0,0.0
15743339900,8519687500,1.0,0.0,1.0,0.0
15743339900,8852880600,1.0,0.0,1.0,0.0
15743339900,56282599100,1.0,0.0,1.0,0.0
15743339900,56468572800,1.0,0.0,1.0,0.0
15749791900,6506744848,1.0,0.0,1.0,0.0
15749791900,16028169200,1.0,0.0,1.0,0.0
15749791900,55555239900,1.0,0.0,1.0,0.0
15749791900,57195451002,1.0,0.0,1.0,0.0
15750135800,8432696200,1.0,0.0,1.0,0.0
15750135800,40361584100,1.0,0.0,1.0,0.0
15750135800,56443205300,1.0,0.0,1.0,0.0
15750135800,57195463545,1.0,0.0,1.0,0.0
15750167900,6507031710,1.0,0.0,1.0,0.0
15750167900,7005899067,1.0,0.0,1.0,0.0
15750167900,7006102085,1.0,0.0,1.0,0.0
15750167900,7006741817,1.0,0.0,1.0,0.0
15750167900,7102379464,1.0,0.0,1.0,0.0
15750167900,7202619429,1.0,0.0,1.0,0.0
15750167900,7404758236,1.0,0.0,1.0,0.0
15750167900,8723105800,1.0,0.0,1.0,0.0
15750167900,55666438900,1.0,0.0,1.0,0.0
15752770000,6504077128,1.0,1.0,0.0,1.0
15752770000,6602278210,1.0,1.0,0.0,1.0
15752770000,6701441570,1.0,1.0,0.0,1.0
15752770000,7201799357,2.0,1.0,1.0,0.5
15752770000,16022004600,1.0,0.0,1.0,0.0
15752770000,22136826400,1.0,1.0,0.0,1.0
15752770000,35318571400,1.0,1.0,0.0,1.0
15752770000,55377832200,1.0,0.0,1.0,0.0
15752770000,55574194884,1.0,0.0,1.0,0.0
15752770000,55883537400,1.0,1.0,0.0,1.0
15752770000,56007614600,2.0,1.0,1.0,0.5
15752770000,56921353200,1.0,0.0,1.0,0.0
15752770000,56922193500,1.0,0.0,1.0,0.0
15752770000,57195557334,1.0,1.0,0.0,1.0
15756892600,6507526641,1.0,0.0,1.0,0.0
15756892600,6602994588,1.0,0.0,1.0,0.0
15756892600,15756940000,1.0,0.0,1.0,0.0
15756892600,15758602900,1.0,0.0,1.0,0.0
15756892600,22634546000,1.0,0.0,1.0,0.0
15756892600,26643189900,1.0,0.0,1.0,0.0
15756892600,35173481900,1.0,0.0,1.0,0.0
15756892600,36704872400,1.0,0.0,1.0,0.0
15756892600,55351673700,1.0,0.0,1.0,0.0
15756892600,56375672900,1.0,0.0,1.0,0.0
15756940000,6507526641,1.0,0.0,1.0,0.0
15756940000,6602994588,1.0,0.0,1.0,0.0
15756940000,15756892600,1.0,0.0,1.0,0.0
15756940000,15758602900,1.0,0.0,1.0,0.0
15756940000,22634546000,1.0,0.0,1.0,0.0
15756940000,26643189900,1.0,0.0,1.0,0.0
15756940000,35173481900,1.0,0.0,1.0,0.0
15756940000,36704872400,1.0,0.0,1.0,0.0
15756940000,55351673700,1.0,0.0,1.0,0.0
15756940000,56375672900,1.0,0.0,1.0,0.0
15757008900,7101832789,1.0,0.0,1.0,0.0
15757008900,7402410103,1.0,0.0,1.0,0.0
15757008900,8449150100,1.0,0.0,1.0,0.0
15757008900,26647500800,1.0,0.0,1.0,0.0
15758602900,6507526641,1.0,0.0,1.0,0.0
15758602900,6602994588,1.0,0.0,1.0,0.0
15758602900,15756892600,1.0,0.0,1.0,0.0
15758602900,15756940000,1.0,0.0,1.0,0.0
15758602900,22634546000,1.0,0.0,1.0,0.0
15758602900,26643189900,1.0,0.0,1.0,0.0
15758602900,35173481900,1.0,0.0,1.0,0.0
15758602900,36704872400,1.0,0.0,1.0,0.0
15758602900,55351673700,1.0,0.0,1.0,0.0
15758602900,56375672900,1.0,0.0,1.0,0.0
15766080500,7006718584,1.0,0.0,1.0,0.0
15766080500,16021401600,1.0,0.0,1.0,0.0
15766080500,25640020400,1.0,0.0,1.0,0.0
15766080500,35307834100,1.0,0.0,1.0,0.0
15766080500,35483866800,1.0,0.0,1.0,0.0
15834385000,7003636771,1.0,0.0,1.0,0.0
15834385000,7408718760,1.0,0.0,1.0,0.0
15834385000,36714751600,1.0,0.0,1.0,0.0
15834385000,55628570258,1.0,0.0,1.0,0.0
15834385000,57199371573,1.0,0.0,1.0,0.0
15835233300,6603629778,1.0,0.0,1.0,0.0
15835233300,7004818575,1.0,0.0,1.0,0.0
15835233300,7007024863,1.0,0.0,1.0,0.0
15835233300,35270135800,1.0,0.0,1.0,0.0
15835233300,56797837200,1.0,0.0,1.0,0.0
15835233300,57197560419,1.0,0.0,1.0,0.0
15835233300,57211035820,1.0,0.0,1.0,0.0
