ID,title,author_given_name,author_surname,author_id,organizational_author,manual
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Mark,Woodward,7102510958,NA,FALSE
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Roger,Tavendale,6603836549,NA,FALSE
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Richard,A' Brook,6504019758,NA,FALSE
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Mary K.,McCluskey,7006002310,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",Alberto,Ascherio,7004443355,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",E. B.,Rimm,56457771800,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",M. A.,Hern??n,7005914051,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",E. L.,Giovannucci,57203069058,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",I.,Kawachi,7103096477,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",M. J.,Stampfer,55541278700,NA,FALSE
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",W. C.,Willett,56803239300,NA,FALSE
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Michael H.,Alderman,57059210000,NA,FALSE
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Hillel,Cohen,7402808799,NA,FALSE
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Shantha,Madhavan,7006217003,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Paul K.,Whelton,7103041111,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Lawrence J.,Appel,7102658830,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Mark A.,Espeland,35236499700,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),William B.,Applegate,7004891687,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Walter H.,Ettinger,7006387556,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),John B.,Kostis,55908505800,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Shiriki,Kumanyika,35380806400,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Clifton R.,Lacy,19735171700,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Karen C.,Johnson,26643157800,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Steven,Folmar,6601984726,NA,FALSE
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Jeffrey A.,Cutler,7102422991,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Lawrence J.,Appel,7102658830,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Mark A.,Espeland,35236499700,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Linda,Easter,6507728326,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Alan C.,Wilson,7404869769,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Steven,Folmar,6601984726,NA,FALSE
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Clifton R.,Lacy,19735171700,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Jiang,He,7404983432,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Lorraine G.,Ogden,7004307683,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Suma,Vupputuri,57203897559,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Lydia A.,Bazzano,6601969055,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Catherine,Loria,7004668410,NA,FALSE
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Paul K.,Whelton,7103041111,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Jaakko,Tuomilehto,36012823000,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Pekka,Jousilahti,7005647985,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Daiva,Rastenyte,6701366547,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Vladislav,Moltchanov,6602486700,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Antti,Tanskanen,35512468100,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Pirjo,Pietinen,7004280517,NA,FALSE
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Aulikki,Nissinen,35393454400,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Giuseppe,Licata,21640320400,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Pietro,Di Pasquale,7006484941,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Gaspare,Parrinello,7004487795,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Antonietta,Cardinale,7005847351,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Angela,Scandurra,22948891400,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Giuseppe,Follone,6506535681,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Christiano,Argano,6506894570,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Antonino,Tuttolomondo,6602780506,NA,FALSE
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Salvatore,Paterna,7005747309,NA,FALSE
49,Sodium intake and risk of death from stroke in Japanese men and women,Chisato,Nagata,56682150800,NA,FALSE
49,Sodium intake and risk of death from stroke in Japanese men and women,Naoyoshi,Takatsuka,7003576701,NA,FALSE
49,Sodium intake and risk of death from stroke in Japanese men and women,Natsuki,Shimizu,7403575517,NA,FALSE
49,Sodium intake and risk of death from stroke in Japanese men and women,Hiroyuki,Shimizu,55722413500,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Salvatore,Paterna,7005747309,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Pietro,Di Pasquale,7006484941,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Gaspare,Parrinello,7004487795,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Ersilia,Fornaciari,23993899400,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Francesca,Di Gaudio,6508093331,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Sergio,Fasullo,8525341800,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Marco,Giammanco,6603945923,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Filippo M.,Sarullo,55666266600,NA,FALSE
50,Changes in brain natriuretic peptide levels and bioelectrical impedance measurements after treatment with high-dose furosemide and hypertonic saline solution versus high-dose furosemide alone in refractory congestive heart failure - A double-blind study,Giuseppe,Licata,21640320400,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Hsing Yi,Chang,7407523087,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Yu Whuei,Hu,14028497200,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Ching Syang Jack,Yue,7101875797,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Yu Wen,Wen,57154850400,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Wen Ting,Yeh,7202860324,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Li San,Hsu,36339634000,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Shin Yin,Tsai,36793200200,NA,FALSE
51,Effect of potassium-enriched salt on cardiovascular mortality and medical expenses of elderly men,Wen Harn,Pan,7402219783,NA,FALSE
52,Sodium intake and mortality in the NHANES II follow-up study,Hillel W.,Cohen,7402808799,NA,FALSE
52,Sodium intake and mortality in the NHANES II follow-up study,Susan M.,Hailpern,10139227400,NA,FALSE
52,Sodium intake and mortality in the NHANES II follow-up study,Jing,Fang,35368592500,NA,FALSE
52,Sodium intake and mortality in the NHANES II follow-up study,Michael H.,Alderman,57059210000,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Johanna M.,Geleijnse,35195702500,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Jacqueline C.M.,Witteman,7005473334,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Theo,Stijnen,55650401900,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Margot W.,Kloos,57113348000,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Albert,Hofman,57190078722,NA,FALSE
53,Sodium and potassium intake and risk of cardiovascular events and all-cause mortality: the Rotterdam Study,Diederick E.,Grobbee,7103100613,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Yuming,Li,15623451000,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Junxiang,Liu,57158273100,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Donglin,Song,55239705400,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Jingpu,Shi,13907004800,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Hailong,Wang,55688929000,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Yongqing,Yang,56071946600,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Jianmin,Li,55720579500,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Yanling,Zhang,57196200444,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Dongshuang,Guo,7403332446,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Shengyin,Liang,22035874300,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Jianhua,Qi,55241049600,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Rujun,Pan,22035651400,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Bing,Li,55628528158,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Zhigang,Yang,55716630400,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Yangfeng,Wu,8578301200,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Xuequn,Yu,22036712800,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Liancheng,Zhao,55739485100,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Bailing,Chen,56164924500,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Beifan,Zhou,7401906952,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Jihong,Hu,55499495700,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Rong,Han,35278076000,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Nicole,Li,55584663700,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Bruce,Neal,57218390053,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Federica,Barzi,7003545543,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Rachel,Huxley,6701828350,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Kathy,Jane,22034937100,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Suzanne,Ryan,57225701816,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",John,Prescott,35938928800,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Anthony,Rodgers,55585900000,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Carlene,Lawes,6602516713,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Michelle,Barlow,22033867900,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",John,Fa'atui,22034068200,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Amanda,Milne,15736206400,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Colleen,Ng,7401705370,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Simon,Pink,22035976000,NA,FALSE
54,"Salt substitution: a low-cost strategy for blood pressure control among rural Chinese. A randomized, controlled trial",Barry,Gray,36339275900,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Nancy R.,Cook,7202992021,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Jeffrey A.,Cutler,7102422991,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Eva,Obarzanek,7006694590,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Julie E.,Buring,36047010400,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Kathryn M.,Rexrode,7003464052,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Shiriki K.,Kumanyika,35380806400,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Lawrence J.,Appel,7102658830,NA,FALSE
55,Long term effects of dietary sodium reduction on cardiovascular disease outcomes: observational follow-up of the trials of hypertension prevention (TOHP),Paul K.,Whelton,7103041111,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Susanna C.,Larsson,7202349296,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Mikko J.,Virtanen,7005231100,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Monica,Mars,7005417514,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Satu,M??nnist??,6701509717,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Pirjo,Pietinen,7004280517,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Demetrius,Albanes,7006558522,NA,FALSE
58,"Magnesium, calcium, potassium, and sodium intakes and risk of stroke in male smokers",Jarmo,Virtamo,14324103000,NA,FALSE
59,Sodium intake and mortality follow-up in the Third National Health and Nutrition Examination Survey (NHANES III),Hillel W.,Cohen,7402808799,NA,FALSE
59,Sodium intake and mortality follow-up in the Third National Health and Nutrition Examination Survey (NHANES III),Susan M.,Hailpern,10139227400,NA,FALSE
59,Sodium intake and mortality follow-up in the Third National Health and Nutrition Examination Survey (NHANES III),Michael H.,Alderman,57059210000,NA,FALSE
61,Relations between dietary sodium and potassium intakes and mortality from cardiovascular disease: the Japan Collaborative Cohort Study for Evaluation of Cancer Risks,Mitsumasa,Umesawa,36009215200,NA,FALSE
61,Relations between dietary sodium and potassium intakes and mortality from cardiovascular disease: the Japan Collaborative Cohort Study for Evaluation of Cancer Risks,Hiroyasu,Iso,35227393400,NA,FALSE
61,Relations between dietary sodium and potassium intakes and mortality from cardiovascular disease: the Japan Collaborative Cohort Study for Evaluation of Cancer Risks,Chigusa,Date,7004702187,NA,FALSE
