ID,original_title,scp_title,title_match(true/false),author_given_name,author_surname,author_id
6,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease: A meta-analysis of randomized controlled trials (cochrane review),False,Tiffany,Moxham,26657630700
6,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease: A meta-analysis of randomized controlled trials (cochrane review),False,Lee,Hooper,57202855325
6,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease: A meta-analysis of randomized controlled trials (cochrane review),False,Shah,Ebrahim,7102093023
7,High salt intake and stroke: meta-analysis of the epidemiologic evidence,High salt intake and stroke: Meta-analysis of the epidemiologic evidence,True,Xiu Yang,Li,8637630800
7,High salt intake and stroke: meta-analysis of the epidemiologic evidence,High salt intake and stroke: Meta-analysis of the epidemiologic evidence,True,Xian Lei,Cai,57222968090
7,High salt intake and stroke: meta-analysis of the epidemiologic evidence,High salt intake and stroke: Meta-analysis of the epidemiologic evidence,True,Ping Da,Bian,56539588600
7,High salt intake and stroke: meta-analysis of the epidemiologic evidence,High salt intake and stroke: Meta-analysis of the epidemiologic evidence,True,Liu Ru,Hu,55260676500
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Nancy J.,Aburto,8739842100
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Anna,Ziolkovska,42062716900
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Lee,Hooper,57202855325
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Paul,Elliott,26643338400
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Francesco P.,Cappuccio,7006704793
9,Effect of lower sodium intake on health: systematic review and meta-analyses,Effect of lower sodium intake on health: Systematic review and meta-analyses,True,Joerg J.,Meerpohl,22835812000
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Janelle P.,Gunn,37098782800
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Jessica L.,Barron,55959975500
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Barbara A.,Bowman,7203033832
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Robert K.,Merritt,16936283500
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Mary E.,Cogswell,7004829871
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Sonia Y.,Angell,6603719115
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Ursula E.,Bauer,7006684496
11,Sodium Intake in Populations: Assessment of Evidence,"Sodium reduction is a public health priority: Reflections on the institute of medicine's report, sodium intake in populations: Assessment of evidence",False,Thomas R.,Frieden,57224836003
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Alma J.,Adler,53879483800
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Fiona,Taylor,7202563279
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Kate E.,Ashton,26644694600
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Nicole,Martin,56560532000
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Sheldon,Gottlieb,35492452300
12,Reduced dietary salt for the prevention of cardiovascular disease,Reduced dietary salt for the prevention of cardiovascular disease,True,Shah,Ebrahim,56500020000
13,"Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: a meta-analysis","Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: A meta-analysis",True,Niels,Graudal,7006599533
13,"Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: a meta-analysis","Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: A meta-analysis",True,Gesche,Jürgens,57207747971
13,"Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: a meta-analysis","Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: A meta-analysis",True,Bo,Baslund,6701723275
13,"Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: a meta-analysis","Compared with usual sodium intake, low- and excessive-sodium diets are associated with increased mortality: A meta-analysis",True,Michael H.,Alderman,57059210000
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,T.,Morgan,7202131153
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,W.,Adam,7402929833
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,A.,Gillies,7006126585
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,M.,Wilson,23568884900
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,G.,Morgan,57196932500
26,Hypertension treated by salt restriction,HYPERTENSION TREATED BY SALT RESTRICTION,True,S.,Carney,35551905400
27,Dietary and other risk factors for stroke in Hawaiian Japanese men,Dietary and other risk factors for stroke in hawaiian japanese men,True,A.,Kagan,57207905596
27,Dietary and other risk factors for stroke in Hawaiian Japanese men,Dietary and other risk factors for stroke in hawaiian japanese men,True,J. S.,Popper,6701423169
27,Dietary and other risk factors for stroke in Hawaiian Japanese men,Dietary and other risk factors for stroke in hawaiian japanese men,True,G. G.,Rhoads,56679487000
27,Dietary and other risk factors for stroke in Hawaiian Japanese men,Dietary and other risk factors for stroke in hawaiian japanese men,True,K.,Yano,7402402501
28,Dietary potassium and stroke,Dietary Potassium and Stroke,True,D.,Salisbury,7005692140
28,Dietary potassium and stroke,Dietary Potassium and Stroke,True,Kay Tee,Khaw,57202570778
28,Dietary potassium and stroke,Dietary Potassium and Stroke,True,Elizabeth,Barrett-Connor,35377249400
30,Lifestyle factors and risk of cerebral infarction,Lifestyle factors and risk of cerebral infarction,True,Erik Folmer,Ellekjaer,6602720330
30,Lifestyle factors and risk of cerebral infarction,Lifestyle factors and risk of cerebral infarction,True,Torgeir Bruun,Wyller,7006685915
30,Lifestyle factors and risk of cerebral infarction,Lifestyle factors and risk of cerebral infarction,True,Jan Marcus,Sverre,6603292281
30,Lifestyle factors and risk of cerebral infarction,Lifestyle factors and risk of cerebral infarction,True,Jostein,Holmen,7004440499
31,Incidence of stroke in Taiwan,Incidence of stroke in taiwan,True,Han Hwa,Hu,7404097786
31,Incidence of stroke in Taiwan,Incidence of stroke in taiwan,True,Wen Yung,Sheng,7103379311
31,Incidence of stroke in Taiwan,Incidence of stroke in taiwan,True,Fu Li,Chu,12781143700
31,Incidence of stroke in Taiwan,Incidence of stroke in taiwan,True,Chung Fu,Lan,16162232500
31,Incidence of stroke in Taiwan,Incidence of stroke in taiwan,True,Benjamin N.,Chiang,7201942694
33,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,True,Michael H.,Alderman,57059210000
33,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,True,Shantha,Madhavan,7006217003
33,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,True,Hillel,Cohen,7402808799
33,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,True,Jean E.,Sealey,7006054977
33,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,Low urinary sodium is associated with greater risk of myocardial infarction among treated hypertensive men,True,John H.,Laragh,57217506894
34,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,True,Michael,Alderman,57059210000
34,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,True,Jean,Sealey,7006054977
34,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,True,Hillel,Cohen,7402808799
34,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,True,Shantha,Madhavan,7006217003
34,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,Urinary sodium excretion and myocardial infarction in hypertensive patients: A prospective cohort study,True,John,Laragh,57217506894
38,"Effects of weight loss and sodium reduction intervention on blood pressure and hypertension incidence in overweight people with high-normal blood pressure - The trials of hypertension prevention, phase II","Effects of weight loss and sodium reduction intervention on blood pressure and hypertension incidence in overweight people with high-normal blood pressure: The trials of hypertension prevention, phase II",False,Jeffrey A.,Cutler,7102422991
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: Cohort study,True,Hugh,Tunstall-Pedoe,7006489385
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: Cohort study,True,Mark,Woodward,7102510958
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: Cohort study,True,Roger,Tavendale,6603836549
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: Cohort study,True,Richard,A' Brook,6504019758
39,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: cohort study,Comparison of the prediction by 27 different factors of coronary heart disease and death in men and women of the Scottish heart health study: Cohort study,True,Mary K.,McCluskey,7006002310
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,Alberto,Ascherio,7004443355
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,E. B.,Rimm,56457771800
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,M. A.,Hernán,7005914051
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,E. L.,Giovannucci,57203069058
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,I.,Kawachi,7103096477
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,M. J.,Stampfer,55541278700
40,"Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men","Intake of potassium, magnesium, calcium, and fiber and risk of stroke among US men",True,W. C.,Willett,56803239300
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Dietary sodium intake and mortality: The National Health and Nutrition Examination Survey (NHANES I),True,Michael H.,Alderman,57059210000
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Dietary sodium intake and mortality: The National Health and Nutrition Examination Survey (NHANES I),True,Hillel,Cohen,7402808799
41,Dietary sodium intake and mortality: the National Health and Nutrition Examination Survey (NHANES I),Dietary sodium intake and mortality: The National Health and Nutrition Examination Survey (NHANES I),True,Shantha,Madhavan,7006217003
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Paul K.,Whelton,7103041111
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Lawrence J.,Appel,7102658830
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Mark A.,Espeland,35236499700
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,William B.,Applegate,7004891687
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Walter H.,Ettinger,7006387556
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,John B.,Kostis,55908505800
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Shiriki,Kumanyika,35380806400
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Clifton R.,Lacy,19735171700
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Karen C.,Johnson,26643157800
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Steven,Folmar,6601984726
42,Sodium reduction and weight loss in the treatment of hypertension in older persons - A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),Sodium reduction and weight loss in the treatment of hypertension in older persons: A randomized controlled trial of nonpharmacologic interventions in the elderly (TONE),False,Jeffrey A.,Cutler,7102422991
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Lawrence J.,Appel,7102658830
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Mark A.,Espeland,35236499700
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Linda,Easter,6507728326
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Alan C.,Wilson,7404869769
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Steven,Folmar,6601984726
43,Effects of reduced sodium intake on hypertension control in older individuals - Results from the trial of nonpharmacologic interventions in the elderly (TONE),Effects of reduced sodium intake on hypertension control in older individuals: Results from the trial of nonpharmacologic interventions in the elderly (TONE),False,Clifton R.,Lacy,19735171700
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Jiang,He,7404983432
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Lorraine G.,Ogden,7004307683
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Suma,Vupputuri,57203897559
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Lydia A.,Bazzano,6601969055
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Catherine,Loria,7004668410
45,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,Dietary sodium intake and subsequent risk of cardiovascular disease in overweight adults,True,Paul K.,Whelton,7103041111
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Jiang,He,7404983432
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Lorraine G.,Ogden,7004307683
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Lydia A.,Bazzano,6601969055
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Suma,Vupputuri,57203897559
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Catherine,Loria,7004668410
46,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women,Dietary sodium intake and incidence of congestive heart failure in overweight US men and women: First national health and nutrition examination survey epidemiologic follow-up study,False,Paul K.,Whelton,7103041111
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Jaakko,Tuomilehto,36012823000
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Pekka,Jousilahti,7005647985
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Daiva,Rastenyte,6701366547
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Vladislav,Moltchanov,6602486700
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Antti,Tanskanen,35512468100
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Pirjo,Pietinen,7004280517
47,Urinary sodium excretion and cardiovascular mortality in Finland: a prospective study,Urinary sodium excretion and cardiovascular mortality in Finland: A prospective study,True,Aulikki,Nissinen,35393454400
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Giuseppe,Licata,21640320400
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Pietro,Di Pasquale,7006484941
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Gaspare,Parrinello,7004487795
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Antonietta,Cardinale,7005847351
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Angela,Scandurra,22948891400
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Giuseppe,Follone,6506535681
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Christiano,Argano,6506894570
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Antonino,Tuttolomondo,6602780506
48,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: long-term effects,Effects of high-dose furosemide and small-volume hypertonic saline solution infusion in comparison with a high dose of furosemide as bolus in refractory congestive heart failure: Long-term effects,True,Salvatore,Paterna,7005747309
49,Sodium intake and risk of death from stroke in Japanese men and women,Sodium intake and risk of death from stroke in Japanese men and women,True,Chisato,Nagata,56682150800
49,Sodium intake and risk of death from stroke in Japanese men and women,Sodium intake and risk of death from stroke in Japanese men and women,True,Naoyoshi,Takatsuka,7003576701
49,Sodium intake and risk of death from stroke in Japanese men and women,Sodium intake and risk of death from stroke in Japanese men and women,True,Natsuki,Shimizu,7403575517
49,Sodium intake and risk of death from stroke in Japanese men and women,Sodium intake and risk of death from stroke in Japanese men and women,True,Hiroyuki,Shimizu,55722413500
